"Date & Time","use [kW]","gen [kW]","MaxVrmsA [V]","MaxVrmsB [V]","Renewable Power [kW]","Consumption (House) [kW]","VrmsA [V]","VrmsB [V]","I11 [A]","I12 [A]","I21 [A]","I22 [A]","I31 [A]","I32 [A]","F1 [Hz]","Grid Power [kW]","Generac Power [kW]","Current on Utility Tie [A]","Shop [kW]","Panel1 (HVAC) [kW]","Panel2 (H2O) [kW]","Panel3 (Kitchen) [kW]"
2023-11-01 12:39:50,-0.347000000,-3.501800000,122.592005823,123.026205843,3.155200000,-0.346900000,122.592005823,123.026205843,1.114900053,0.104800005,0.934300044,0.352300017,1.004100048,0.278600013,59.989202849,-3.502000000,0.000200000,15.199500722,-0.000100000,-0.121300000,-0.104900000,-0.120700000
2023-11-01 12:39:40,-0.345700000,-3.497000000,122.511105819,122.940105839,3.151500000,-0.345700000,122.511105819,122.940105839,1.102800052,0.106200005,0.932000044,0.351500017,1.004500048,0.277800013,59.979702849,-3.497200000,0.000200000,15.184500721,-0.000000000,-0.120300000,-0.104700000,-0.120700000
2023-11-01 12:39:30,-0.347300000,-3.498700000,122.556505821,122.992905842,3.151500000,-0.347300000,122.556505821,122.992905842,1.119500053,0.108300005,0.932800044,0.352300017,1.002700048,0.278400013,59.982502849,-3.498800000,0.000100000,15.195000722,-0.000000000,-0.121900000,-0.104900000,-0.120500000
2023-11-01 12:39:20,-0.356300000,-3.488900000,122.670805827,123.092605847,3.133100000,-0.356200000,122.670805827,123.092605847,1.113900053,0.106700005,0.935000044,0.355000017,1.060900050,0.278100013,59.984502849,-3.489200000,0.000300000,15.105300717,-0.000100000,-0.121300000,-0.105400000,-0.129500000
2023-11-01 12:39:10,-0.358000000,-3.483200000,122.750105830,123.161905850,3.125500000,-0.358000000,122.750105830,123.161905850,1.086900052,0.106200005,0.932600044,0.356300017,1.088900052,0.277800013,59.976702849,-3.483500000,0.000300000,15.043000715,-0.000000000,-0.119000000,-0.105200000,-0.133800000
2023-11-01 12:39:00,-0.358500000,-3.483900000,122.754605831,123.168805850,3.125800000,-0.358400000,122.754605831,123.168805850,1.091500052,0.106000005,0.931900044,0.355000017,1.085300052,0.279200013,59.972602849,-3.484100000,0.000200000,15.047000715,-0.000100000,-0.119400000,-0.105200000,-0.133800000
2023-11-01 12:38:50,-0.351400000,-3.492500000,122.679105827,123.101105847,3.141600000,-0.351300000,122.679105827,123.101105847,1.089000052,0.108200005,0.952700045,0.354000017,1.026900049,0.278100013,59.986002849,-3.492800000,0.000300000,15.133500719,-0.000100000,-0.119000000,-0.107100000,-0.125200000
2023-11-01 12:38:40,-0.347300000,-3.487200000,122.662305826,123.091405847,3.140100000,-0.347300000,122.662305826,123.091405847,1.088900052,0.107600005,0.979700047,0.354200017,0.980000047,0.278200013,59.994702850,-3.487400000,0.000200000,15.151200720,-0.000000000,-0.119100000,-0.109800000,-0.118400000
2023-11-01 12:38:30,-0.343600000,-3.500800000,122.723605829,123.152805849,3.157500000,-0.343600000,122.723605829,123.152805849,1.089600052,0.105200005,0.941000045,0.354800017,0.979200047,0.277800013,60.004302850,-3.501100000,0.000300000,15.184700721,-0.000000000,-0.119200000,-0.106100000,-0.118300000
2023-11-01 12:38:20,-0.343500000,-3.505000000,122.743205830,123.164405850,3.161900000,-0.343400000,122.743205830,123.164405850,1.088900052,0.104800005,0.938600045,0.354000017,0.978700046,0.278700013,60.002702850,-3.505200000,0.000200000,15.198600722,-0.000100000,-0.119200000,-0.105800000,-0.118400000
2023-11-01 12:38:10,-0.343200000,-3.506000000,122.788305832,123.217705853,3.162900000,-0.343200000,122.788305832,123.217705853,1.086100052,0.107800005,0.934100044,0.356100017,0.979200047,0.278600013,59.998402850,-3.506100000,0.000100000,15.194000722,-0.000000000,-0.119100000,-0.105600000,-0.118500000
2023-11-01 12:38:00,-0.342500000,-3.515600000,122.707305828,123.133505849,3.173500000,-0.342400000,122.707305828,123.133505849,1.090000052,0.105500005,0.929900044,0.354000017,0.978900046,0.278800013,59.990102849,-3.515800000,0.000200000,15.241500724,-0.000100000,-0.119100000,-0.104800000,-0.118500000
2023-11-01 12:37:50,-0.342200000,-3.516500000,122.624905824,123.045405844,3.174500000,-0.342200000,122.624905824,123.045405844,1.087900052,0.107700005,0.931500044,0.352500017,0.979200047,0.278200013,59.988002849,-3.516700000,0.000200000,15.253000724,-0.000000000,-0.118900000,-0.104800000,-0.118500000
2023-11-01 12:37:40,-0.342700000,-3.519900000,122.612605824,123.032705844,3.177600000,-0.342600000,122.612605824,123.032705844,1.092100052,0.106600005,0.936400044,0.352300017,0.979200047,0.278300013,59.988602849,-3.520100000,0.000200000,15.271900725,-0.000100000,-0.119100000,-0.105300000,-0.118200000
2023-11-01 12:37:30,-0.348600000,-3.502800000,122.563505821,122.998905842,3.154600000,-0.348500000,122.563505821,122.998905842,1.093500052,0.106000005,0.994700047,0.351100017,0.982700047,0.278000013,59.988702849,-3.503000000,0.000200000,15.229400723,-0.000100000,-0.119300000,-0.110800000,-0.118400000
2023-11-01 12:37:20,-0.344000000,-3.508100000,122.510905819,122.948905840,3.164400000,-0.343900000,122.510905819,122.948905840,1.110800053,0.105400005,0.930100044,0.351500017,0.980300047,0.278200013,59.995702850,-3.508200000,0.000100000,15.239700724,-0.000100000,-0.120900000,-0.104700000,-0.118300000
2023-11-01 12:37:10,-0.343100000,-3.512600000,122.555605821,122.987105842,3.169800000,-0.343100000,122.555605821,122.987105842,1.097700052,0.106900005,0.931100044,0.351100017,0.984600047,0.277500013,60.000602850,-3.512900000,0.000300000,15.248800724,-0.000000000,-0.119700000,-0.104800000,-0.118600000
2023-11-01 12:37:00,-0.342300000,-3.514700000,122.631605825,123.052005845,3.172700000,-0.342300000,122.631605825,123.052005845,1.090600052,0.107100005,0.932500044,0.352400017,0.980400047,0.278200013,60.002502850,-3.515000000,0.000300000,15.247900724,-0.000000000,-0.119200000,-0.104900000,-0.118200000
2023-11-01 12:36:50,-0.342600000,-3.506000000,122.599805823,123.031205844,3.163700000,-0.342500000,122.599805823,123.031205844,1.093800052,0.105400005,0.932600044,0.351800017,0.978900046,0.278700013,59.996202850,-3.506100000,0.000100000,15.218200723,-0.000100000,-0.119400000,-0.104900000,-0.118200000
2023-11-01 12:36:40,-0.344000000,-3.510800000,122.635705825,123.057405845,3.167100000,-0.344000000,122.635705825,123.057405845,1.103600052,0.104600005,0.938300045,0.352400017,0.980800047,0.278400013,59.990602849,-3.511100000,0.000300000,15.241200724,-0.000000000,-0.120300000,-0.105500000,-0.118200000
2023-11-01 12:36:30,-0.343400000,-3.515000000,122.563305821,122.989505842,3.171800000,-0.343300000,122.563305821,122.989505842,1.088400052,0.106000005,0.937900045,0.352000017,0.983200047,0.279000013,59.988302849,-3.515000000,-0.000000000,15.257600725,-0.000100000,-0.119000000,-0.105500000,-0.118800000
2023-11-01 12:36:20,-0.343000000,-3.510100000,122.499105818,122.932705839,3.167400000,-0.342900000,122.499105818,122.932705839,1.092300052,0.106700005,0.936000044,0.351400017,0.983600047,0.277900013,59.999602850,-3.510200000,0.000100000,15.242600724,-0.000100000,-0.119100000,-0.105300000,-0.118500000
2023-11-01 12:36:10,-0.350400000,-3.482300000,122.546305821,122.974705841,3.132000000,-0.350400000,122.546305821,122.974705841,1.105900053,0.107800005,1.001800048,0.351000017,0.980900047,0.277100013,59.998402850,-3.482400000,0.000100000,15.154100720,-0.000000000,-0.120500000,-0.111600000,-0.118300000
2023-11-01 12:36:00,-0.343900000,-3.502300000,122.546405821,122.978405841,3.158900000,-0.343800000,122.546405821,122.978405841,1.102000052,0.105600005,0.936600044,0.352000017,0.978800046,0.278400013,59.995002850,-3.502600000,0.000300000,15.213900723,-0.000100000,-0.120200000,-0.105400000,-0.118200000
2023-11-01 12:35:50,-0.342800000,-3.500500000,122.463405817,122.896505837,3.158100000,-0.342800000,122.463405817,122.896505837,1.090800052,0.104900005,0.936000044,0.350000017,0.981500047,0.277100013,59.988602849,-3.500900000,0.000400000,15.210900722,-0.000000000,-0.119000000,-0.105500000,-0.118300000
2023-11-01 12:35:40,-0.343300000,-3.500100000,122.471005817,122.904105838,3.157000000,-0.343300000,122.471005817,122.904105838,1.091500052,0.105300005,0.936400044,0.349500017,0.989300047,0.277500013,59.987802849,-3.500300000,0.000200000,15.203700722,-0.000000000,-0.119000000,-0.105300000,-0.119000000
2023-11-01 12:35:30,-0.343100000,-3.471700000,122.557405821,122.986705842,3.129100000,-0.342900000,122.557405821,122.986705842,1.088400052,0.107900005,0.937100045,0.351600017,0.982300047,0.278900013,60.004702850,-3.471800000,0.000100000,15.083400716,-0.000200000,-0.118800000,-0.105400000,-0.118700000
2023-11-01 12:35:20,-0.344300000,-3.467500000,122.601905823,123.030105844,3.123300000,-0.344300000,122.601905823,123.030105844,1.091000052,0.106000005,0.935300044,0.352200017,0.990500047,0.278700013,59.996302850,-3.467600000,0.000100000,15.059800715,-0.000000000,-0.119200000,-0.105500000,-0.119600000
2023-11-01 12:35:10,-0.346500000,-3.472700000,122.571305822,122.998505842,3.126400000,-0.346500000,122.571305822,122.998505842,1.104100052,0.104500005,0.937700045,0.352400017,1.002800048,0.277700013,59.993402850,-3.472900000,0.000200000,15.080300716,-0.000000000,-0.120400000,-0.105400000,-0.120700000
2023-11-01 12:35:00,-0.344400000,-3.448200000,122.427705815,122.871705836,3.104200000,-0.344300000,122.427705815,122.871705836,1.084800052,0.107300005,0.936000044,0.350900017,1.002800048,0.277500013,59.991602849,-3.448400000,0.000200000,14.992000712,-0.000100000,-0.118400000,-0.105300000,-0.120600000
2023-11-01 12:34:50,-0.351700000,-3.444700000,122.488305818,122.921405838,3.093300000,-0.351600000,122.488305818,122.921405838,1.092700052,0.104600005,1.002500048,0.350200017,0.999800047,0.278900013,60.001502850,-3.444800000,0.000100000,14.998900712,-0.000100000,-0.119200000,-0.111700000,-0.120700000
2023-11-01 12:34:40,-0.349200000,-3.464100000,122.532305820,122.962305840,3.115100000,-0.349200000,122.532305820,122.962305840,1.140800054,0.106000005,0.933700044,0.351800017,0.999500047,0.277800013,59.998602850,-3.464300000,0.000200000,15.069900716,-0.000000000,-0.123700000,-0.105200000,-0.120300000
2023-11-01 12:34:30,-0.359900000,-3.454300000,122.641105825,123.081305846,3.094600000,-0.359900000,122.641105825,123.081305846,1.243200059,0.107100005,0.935400044,0.354100017,1.009400048,0.278100013,59.989502849,-3.454500000,0.000200000,15.049600715,-0.000000000,-0.133500000,-0.105200000,-0.121200000
2023-11-01 12:34:20,-0.352200000,-3.436800000,122.631405825,123.049805845,3.085100000,-0.352100000,122.631405825,123.049805845,1.077500051,0.109700005,0.931600044,0.354300017,1.060600050,0.278700013,59.978602849,-3.437100000,0.000300000,14.889900707,-0.000100000,-0.117900000,-0.105100000,-0.129100000
2023-11-01 12:34:10,-0.358400000,-3.412900000,122.616005824,123.027505843,3.054700000,-0.358400000,122.616005824,123.027505843,1.087300052,0.110800005,0.932600044,0.354700017,1.096000052,0.278100013,59.963702848,-3.413100000,0.000200000,14.775500702,-0.000000000,-0.118900000,-0.105000000,-0.134500000
2023-11-01 12:34:00,-0.358500000,-3.409500000,122.551205821,122.960905840,3.051400000,-0.358500000,122.551205821,122.960905840,1.089900052,0.107200005,0.933300044,0.352800017,1.096600052,0.278600013,59.975002849,-3.409900000,0.000400000,14.770400702,-0.000000000,-0.119100000,-0.105100000,-0.134300000
2023-11-01 12:33:50,-0.415100000,-3.357400000,122.673405827,123.015505843,2.942800000,-0.414900000,122.673405827,123.015505843,1.079600051,0.108600005,0.929100044,0.352800017,1.854400088,0.278600013,59.997802850,-3.357500000,0.000100000,14.348800682,-0.000200000,-0.118500000,-0.104900000,-0.191500000
2023-11-01 12:33:40,-0.452400000,-3.308400000,122.740605830,123.043205844,2.856300000,-0.452300000,122.740605830,123.043205844,1.085300052,0.106200005,0.931900044,0.355000017,2.358500112,0.277100013,60.000702850,-3.308500000,0.000100000,14.028500666,-0.000100000,-0.119200000,-0.105300000,-0.227800000
2023-11-01 12:33:30,-0.459200000,-3.287000000,122.782805832,123.101905847,2.828200000,-0.459100000,122.782805832,123.101905847,1.088500052,0.106800005,0.997800047,0.353300017,2.360300112,0.277000013,60.022802851,-3.287200000,0.000200000,13.963000663,-0.000100000,-0.119400000,-0.111700000,-0.228000000
2023-11-01 12:33:20,-0.454600000,-3.285600000,122.764705831,123.071505846,2.831300000,-0.454500000,122.764705831,123.071505846,1.106000053,0.109200005,0.934100044,0.353300017,2.359600112,0.277700013,60.027202851,-3.285700000,0.000100000,13.940800662,-0.000100000,-0.121100000,-0.105300000,-0.228100000
2023-11-01 12:33:10,-0.453000000,-3.257100000,122.719305829,123.016705843,2.804400000,-0.452900000,122.719305829,123.016705843,1.085200052,0.107900005,0.929400044,0.352200017,2.361400112,0.277200013,60.001502850,-3.257200000,0.000100000,13.823700657,-0.000100000,-0.119400000,-0.105100000,-0.228400000
2023-11-01 12:33:00,-0.453100000,-3.275800000,122.554305821,122.865905836,2.823100000,-0.453000000,122.554305821,122.865905836,1.092900052,0.109000005,0.929200044,0.351500017,2.361200112,0.278100013,59.984802849,-3.276000000,0.000200000,13.915900661,-0.000100000,-0.119900000,-0.105100000,-0.228000000
2023-11-01 12:32:50,-0.452300000,-3.308200000,122.591605823,122.910605838,2.856300000,-0.452200000,122.591605823,122.910605838,1.081600051,0.107400005,0.930500044,0.351400017,2.363200112,0.276500013,59.977602849,-3.308400000,0.000200000,14.041300667,-0.000100000,-0.118800000,-0.105000000,-0.228400000
2023-11-01 12:32:40,-0.455900000,-3.301000000,122.671205827,122.981305841,2.845100000,-0.455900000,122.671205827,122.981305841,1.118500053,0.107200005,0.928800044,0.352800017,2.365700112,0.278800013,59.979702849,-3.301000000,-0.000000000,14.013900666,-0.000000000,-0.122300000,-0.105000000,-0.228600000
2023-11-01 12:32:30,-0.453200000,-3.292300000,122.715405829,123.012605843,2.839500000,-0.453100000,122.715405829,123.012605843,1.079700051,0.105900005,0.931500044,0.354700017,2.372700113,0.278100013,59.975702849,-3.292500000,0.000200000,13.959000663,-0.000100000,-0.118700000,-0.105200000,-0.229200000
2023-11-01 12:32:20,-0.458200000,-3.305800000,122.849705835,123.164005850,2.847800000,-0.458100000,122.849705835,123.164005850,1.080700051,0.107400005,0.974700046,0.355900017,2.377200113,0.278500013,59.982802849,-3.305800000,-0.000000000,14.017000666,-0.000100000,-0.118900000,-0.109500000,-0.229700000
2023-11-01 12:32:10,-0.457300000,-3.317500000,122.953805840,123.254305854,2.860200000,-0.457200000,122.953805840,123.254305854,1.073700051,0.107100005,0.952100045,0.356700017,2.391600114,0.279200013,59.983902849,-3.317300000,-0.000200000,14.035500667,-0.000100000,-0.118200000,-0.107600000,-0.231400000
2023-11-01 12:32:00,-0.456200000,-3.296800000,122.916205838,123.218605853,2.841000000,-0.456000000,122.916205838,123.218605853,1.084000051,0.106400005,0.933600044,0.356800017,2.387900113,0.278300013,59.983902849,-3.296800000,-0.000000000,13.954100663,-0.000200000,-0.119300000,-0.105700000,-0.231000000
2023-11-01 12:31:50,-0.456100000,-3.292600000,122.820705834,123.128705848,2.836400000,-0.456100000,122.820705834,123.128705848,1.081300051,0.108200005,0.930100044,0.354900017,2.397200114,0.279300013,59.985502849,-3.292500000,-0.000100000,13.940000662,-0.000000000,-0.119100000,-0.105100000,-0.231900000
2023-11-01 12:31:40,-0.468100000,-3.282000000,122.768505831,123.055505845,2.814600000,-0.467900000,122.768505831,123.055505845,1.097800052,0.105800005,0.929100044,0.354100017,2.439200116,0.277500013,59.990902849,-3.282300000,0.000300000,13.861900658,-0.000200000,-0.120400000,-0.105300000,-0.242200000
2023-11-01 12:31:30,-0.454900000,-3.299200000,122.758905831,123.058805845,2.844400000,-0.454900000,122.758905831,123.058805845,1.084000051,0.109600005,0.930200044,0.352800017,2.387600113,0.277300013,59.986102849,-3.299300000,0.000100000,13.981900664,-0.000000000,-0.119400000,-0.105000000,-0.230500000
2023-11-01 12:31:20,-0.468300000,-3.269900000,122.799205833,123.089605846,2.802100000,-0.468100000,122.799205833,123.089605846,1.085300052,0.106600005,0.931600044,0.354300017,2.518800120,0.277100013,59.991602849,-3.270000000,0.000100000,13.817900656,-0.000200000,-0.119000000,-0.105500000,-0.243600000
2023-11-01 12:31:10,-0.473300000,-3.256700000,122.799905833,123.080805846,2.783700000,-0.473200000,122.799905833,123.080805846,1.079900051,0.108500005,0.932800044,0.353800017,2.523300120,0.278400013,59.991602849,-3.256800000,0.000100000,13.738100653,-0.000100000,-0.118800000,-0.105400000,-0.249000000
2023-11-01 12:31:00,-0.477600000,-3.251400000,122.814605833,123.113105848,2.774000000,-0.477500000,122.814605833,123.113105848,1.097600052,0.108900005,0.996800047,0.356100017,2.482200118,0.278200013,59.991202849,-3.251400000,-0.000000000,13.755200653,-0.000100000,-0.120400000,-0.111800000,-0.245300000
2023-11-01 12:30:50,-0.471100000,-3.253000000,122.731005829,123.010805843,2.782400000,-0.471000000,122.731005829,123.010805843,1.077500051,0.108300005,0.930100044,0.353300017,2.521600120,0.277700013,59.986602849,-3.253300000,0.000300000,13.734700652,-0.000100000,-0.118400000,-0.105200000,-0.247400000
2023-11-01 12:30:40,-0.465500000,-3.246000000,122.682405827,122.966205841,2.780800000,-0.465400000,122.682405827,122.966205841,1.088400052,0.107100005,0.930400044,0.352300017,2.506400119,0.277300013,59.982602849,-3.246100000,0.000100000,13.746500653,-0.000100000,-0.119700000,-0.105000000,-0.240700000
2023-11-01 12:30:30,-0.462100000,-3.265500000,122.738705830,123.028305844,2.803800000,-0.462000000,122.738705830,123.028305844,1.106000053,0.108400005,0.931300044,0.352800017,2.454500117,0.277500013,59.979002849,-3.265700000,0.000200000,13.836100657,-0.000100000,-0.121000000,-0.105200000,-0.235800000
2023-11-01 12:30:20,-0.455600000,-3.300900000,122.622505824,122.906405838,2.845600000,-0.455500000,122.622505824,122.906405838,1.087800052,0.107700005,0.930500044,0.351800017,2.397600114,0.277800013,59.972102849,-3.301000000,0.000100000,13.998200665,-0.000100000,-0.119400000,-0.105100000,-0.231000000
2023-11-01 12:30:10,-0.454000000,-3.319700000,122.564905822,122.856805835,2.866000000,-0.454000000,122.564905822,122.856805835,1.080900051,0.105800005,0.928600044,0.350700017,2.393400114,0.277500013,59.981102849,-3.320000000,0.000300000,14.083400669,-0.000000000,-0.118700000,-0.104900000,-0.230400000
2023-11-01 12:30:00,-0.454000000,-3.345900000,122.263805807,122.563105821,2.892200000,-0.453900000,122.263805807,122.563105821,1.083400051,0.104500005,0.929800044,0.344600016,2.385200113,0.276100013,59.989502849,-3.346000000,0.000100000,14.231000676,-0.000100000,-0.118800000,-0.104800000,-0.230300000
2023-11-01 12:29:50,-0.453300000,-3.355100000,122.323105810,122.625005824,2.902200000,-0.453200000,122.323105810,122.625005824,1.080700051,0.104900005,0.927800044,0.345100016,2.385600113,0.276800013,59.997402850,-3.355300000,0.000200000,14.261800677,-0.000100000,-0.118100000,-0.104700000,-0.230400000
2023-11-01 12:29:40,-0.462100000,-3.359400000,122.464905817,122.772905831,2.897800000,-0.461900000,122.464905817,122.772905831,1.097100052,0.108200005,0.995400047,0.347300016,2.385200113,0.277000013,59.988802849,-3.359500000,0.000100000,14.293300679,-0.000200000,-0.120000000,-0.111400000,-0.230500000
2023-11-01 12:29:30,-0.453600000,-3.358300000,122.419905815,122.713305829,2.904900000,-0.453600000,122.419905815,122.713305829,1.077800051,0.104800005,0.927700044,0.346900016,2.384000113,0.276500013,59.987002849,-3.358500000,0.000200000,14.263200677,-0.000000000,-0.118200000,-0.104800000,-0.230600000
2023-11-01 12:29:20,-0.454000000,-3.339000000,122.436205815,122.726405829,2.885300000,-0.453900000,122.436205815,122.726405829,1.084100051,0.106200005,0.929300044,0.347300016,2.382000113,0.276200013,59.982202849,-3.339100000,0.000100000,14.186800674,-0.000100000,-0.118800000,-0.105000000,-0.230100000
2023-11-01 12:29:10,-0.456100000,-3.317900000,122.795605832,123.098405847,2.862100000,-0.456000000,122.795605832,123.098405847,1.084400052,0.106400005,0.930600044,0.354900017,2.400300114,0.277800013,59.980902849,-3.318000000,0.000100000,14.050100667,-0.000100000,-0.119200000,-0.105500000,-0.231300000
2023-11-01 12:29:00,-3.635000000,-0.117700000,122.257205807,122.543105820,-3.514300000,-3.634100000,122.257205807,122.543105820,1.085200052,0.109000005,14.166900673,13.573800645,2.405800114,0.275800013,59.978602849,-0.118900000,0.001200000,4.745100225,-0.000900000,-0.118800000,-3.284800000,-0.230500000
2023-11-01 12:28:50,-4.296300000,0.534300000,122.152905802,122.425105815,-4.827200000,-4.295200000,122.152905802,122.425105815,1.084400052,0.103800005,16.493800783,15.868400754,2.429900115,0.275500013,59.977102849,0.533100000,0.001200000,2.679300127,-0.001100000,-0.118500000,-3.944500000,-0.232200000
2023-11-01 12:28:40,-4.294900000,0.509800000,122.174605803,122.454005816,-4.801200000,-4.293800000,122.174605803,122.454005816,1.070500051,0.106400005,16.496900784,15.872100754,2.417100115,0.274800013,59.979902849,0.508500000,0.001300000,2.606600124,-0.001100000,-0.117500000,-3.945900000,-0.230400000
2023-11-01 12:28:30,-4.287100000,0.509100000,122.042905797,122.335505811,-4.792700000,-4.286000000,122.042905797,122.335505811,1.072000051,0.107100005,16.479600783,15.855000753,2.420400115,0.274900013,59.982502849,0.507800000,0.001300000,2.606300124,-0.001100000,-0.117500000,-3.938100000,-0.230400000
2023-11-01 12:28:20,-4.295700000,0.543000000,122.067605798,122.347205811,-4.835400000,-4.294700000,122.067605798,122.347205811,1.078100051,0.105400005,16.538900786,15.859000753,2.425800115,0.274900013,59.986902849,0.541700000,0.001300000,2.679900127,-0.001000000,-0.117800000,-3.946000000,-0.230900000
2023-11-01 12:28:10,-4.293800000,0.550300000,122.041005797,122.320905810,-4.840400000,-4.292700000,122.041005797,122.320905810,1.070000051,0.106700005,16.508000784,15.883500754,2.430800115,0.274300013,59.995302850,0.548800000,0.001500000,2.724400129,-0.001100000,-0.117100000,-3.944600000,-0.231000000
2023-11-01 12:28:00,-3.472800000,-0.266600000,122.188905804,122.478305817,-3.203500000,-3.472000000,122.188905804,122.478305817,1.078100051,0.104200005,13.321600633,12.715500604,2.435000116,0.274200013,60.002002850,-0.267700000,0.001100000,5.479500260,-0.000800000,-0.118000000,-3.122300000,-0.231700000
2023-11-01 12:27:50,-0.457400000,-3.285300000,122.787705832,123.082805846,2.828500000,-0.457200000,122.787705832,123.082805846,1.090400052,0.108100005,0.931100044,0.353600017,2.433300116,0.278000013,60.004602850,-3.285500000,0.000200000,13.920900661,-0.000200000,-0.119600000,-0.105000000,-0.232600000
2023-11-01 12:27:40,-0.458500000,-3.269600000,122.770605831,123.065005845,2.811600000,-0.458400000,122.770605831,123.065005845,1.098600052,0.105300005,0.930600044,0.354100017,2.436900116,0.277300013,59.984302849,-3.269900000,0.000300000,13.862500658,-0.000100000,-0.120200000,-0.105200000,-0.233000000
2023-11-01 12:27:30,-0.457000000,-3.266600000,122.613105824,122.910905838,2.809900000,-0.456900000,122.613105824,122.910905838,1.082100051,0.108900005,0.929200044,0.352000017,2.441200116,0.276100013,59.972702849,-3.266700000,0.000100000,13.857400658,-0.000100000,-0.118800000,-0.105000000,-0.233100000
2023-11-01 12:27:20,-0.457300000,-3.286200000,122.612505824,122.912505838,2.829400000,-0.457200000,122.612505824,122.912505838,1.084900052,0.108000005,0.929900044,0.351700017,2.439100116,0.276700013,59.983002849,-3.286500000,0.000300000,13.938000662,-0.000100000,-0.119100000,-0.105000000,-0.233100000
2023-11-01 12:27:10,-0.463100000,-3.289300000,122.553005821,122.850605835,2.826600000,-0.463000000,122.553005821,122.850605835,1.078600051,0.105700005,1.035200049,0.482400023,2.456300117,0.276500013,59.980502849,-3.289500000,0.000200000,13.959400663,-0.000100000,-0.118400000,-0.110100000,-0.234500000
2023-11-01 12:27:00,-0.464200000,-3.299000000,122.491805818,122.793805832,2.835200000,-0.464100000,122.491805818,122.793805832,1.086100052,0.103100005,0.989700047,0.349100017,2.450000116,0.276200013,59.979302849,-3.299200000,0.000200000,14.019000666,-0.000100000,-0.119100000,-0.110700000,-0.234300000
2023-11-01 12:26:50,-0.459100000,-3.292800000,122.555705821,122.843905835,2.834100000,-0.459000000,122.555705821,122.843905835,1.094400052,0.109200005,0.928100044,0.350600017,2.448600116,0.276500013,59.988302849,-3.293000000,0.000200000,13.966200663,-0.000100000,-0.119800000,-0.104900000,-0.234300000
2023-11-01 12:26:40,-0.462400000,-3.300900000,122.468805817,122.761405831,2.839200000,-0.462200000,122.468805817,122.761405831,1.097800052,0.104900005,1.002600048,0.454400022,2.449100116,0.275500013,59.982302849,-3.301200000,0.000300000,14.016000666,-0.000200000,-0.120100000,-0.107900000,-0.234200000
2023-11-01 12:26:30,-0.457900000,-3.298700000,122.475305817,122.787405832,2.840900000,-0.457900000,122.475305817,122.787405832,1.082600051,0.105800005,0.931800044,0.349200017,2.443900116,0.276500013,59.982702849,-3.298800000,0.000100000,13.993500665,-0.000000000,-0.118700000,-0.105000000,-0.234200000
2023-11-01 12:26:20,-0.460400000,-3.295800000,122.448305816,122.746105830,2.835800000,-0.460300000,122.448305816,122.746105830,1.082100051,0.106600005,0.930800044,0.348100017,2.464900117,0.275900013,59.982802849,-3.296000000,0.000200000,13.975200664,-0.000100000,-0.118500000,-0.104900000,-0.236900000
2023-11-01 12:26:10,-0.473900000,-3.299000000,122.423205815,122.717005829,2.825700000,-0.473700000,122.423205815,122.717005829,1.107300053,0.106200005,0.928400044,0.347100016,2.532200120,0.275400013,59.982702849,-3.299200000,0.000200000,13.953400663,-0.000200000,-0.120800000,-0.104700000,-0.248200000
2023-11-01 12:26:00,-0.472000000,-3.292500000,122.400505814,122.688005827,2.820700000,-0.471900000,122.400505814,122.688005827,1.071900051,0.108100005,0.931100044,0.347400017,2.546200121,0.276200013,59.988802849,-3.292500000,-0.000000000,13.912000661,-0.000100000,-0.117600000,-0.104700000,-0.249600000
2023-11-01 12:25:50,-0.475100000,-3.319400000,122.434705815,122.727605829,2.844700000,-0.475000000,122.434705815,122.727605829,1.067900051,0.108100005,0.997400047,0.347200016,2.517400120,0.276400013,59.982002849,-3.319600000,0.000200000,14.052600667,-0.000100000,-0.117400000,-0.111300000,-0.246300000
2023-11-01 12:25:40,-0.465900000,-3.325800000,122.421905815,122.727005829,2.860100000,-0.465900000,122.421905815,122.727005829,1.087700052,0.105500005,0.931900044,0.347300016,2.535500120,0.276500013,59.978202849,-3.326000000,0.000200000,14.082800669,-0.000000000,-0.119000000,-0.104700000,-0.242200000
2023-11-01 12:25:30,-0.455900000,-3.323100000,122.555905821,122.870205836,2.867600000,-0.455700000,122.555905821,122.870205836,1.066600051,0.107000005,0.931300044,0.350400017,2.435400116,0.277000013,59.980702849,-3.323100000,-0.000000000,14.078500669,-0.000200000,-0.117300000,-0.104900000,-0.233500000
2023-11-01 12:25:20,-0.456700000,-3.333500000,122.659605826,122.972205841,2.877200000,-0.456600000,122.659605826,122.972205841,1.072100051,0.106400005,0.931500044,0.352500017,2.438500116,0.277000013,59.990602849,-3.333700000,0.000200000,14.110600670,-0.000100000,-0.117600000,-0.105000000,-0.234000000
2023-11-01 12:25:10,-0.457900000,-3.339100000,122.695805828,123.005905842,2.881500000,-0.457800000,122.695805828,123.005905842,1.070300051,0.107000005,0.930500044,0.353000017,2.441300116,0.277300013,59.973702849,-3.339200000,0.000100000,14.126300671,-0.000100000,-0.117900000,-0.105300000,-0.234600000
